kekuleSmiles	Molecule ChEMBL ID	pAct(norm)	DrugName	Assay Cell Type	Obs	ActivityFilter	Type	nre
COC=1N=CC(=CN1)C=2C=CC=CC2C(F)(F)CNC(=O)C=3C=CC(=NC3)COCC(F)(F)F	CHEMBL2147303	4.7		None	pIC50	intermediate	other	7039
O=C(O)C[C@@H]1C=2C=CC=CC2C[C@H]1NC(=O)C3=CC=4SC(=C(C4N3)Cl)Cl	CHEMBL1084762	3.92		None	pIC50	inactive	other	7040
N#CC=1C=CC=C(C1N2N=CC3=C2N=CN=C3O[C@@H](CN4CC(C4)O)C(=O)NC=5C=CC(=CN5)F)Cl	CHEMBL3221526	4.3		None	pIC50	inactive	other	7041
O=C(NC=1C=CC=CN1)[C@H](CN2CC(C2)O)OC=3N=CN=C4C3C=NN4C=5C(=CC=CC5Cl)F	CHEMBL3221528	4.1		None	pIC50	inactive	other	7042
CC(C)OC[C@H](OC=1N=CN=C2C1C=NN2C=3N=CC=CC3Cl)C(=O)NC=4C=CC(=CN4)F	CHEMBL3221496	4.1		None	pIC50	inactive	other	7043
CC1=CC(=O)OC2=C1C=CC(=C2C)OCCCCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F	CHEMBL2387230	6.65		HEK293	pIC50	active	other	7044
COC=1C=CC=CC1N2CCN(CC2)CCCCOC=3C=CC=4C(=CC(=O)OC4C3)C	CHEMBL2387253	7.51		HEK293	pIC50	active	other	7045
COC=1C=C(C=CC1NC=2N=CC(=C(N2)C3=CN=C4N3C=CC=C4)Cl)C5CCN(CC5)C(=O)C	CHEMBL1809045	4.92		None	pIC50	intermediate	other	7046
COC=1C=C(C(=C(C1)OC)/C=C/S(=O)(=O)CC=2C=CC(=C(N2)N)OC)OC	CHEMBL3261276	4		CHO	pIC50	inactive	other	7047
CN(C)C1(CCCC1)CNC(=O)N2CCC(CC2)C3=NC(=NO3)C=4C=CC=5C=CC=CC5N4	CHEMBL1822444	4.42		None	pIC50	inactive	other	7048
CN(C)C(=O)[C@@H](C=1C=CC(=CC1)N(C)C(=O)C=2C=CC(=CC2)F)[C@H](N)C(=O)N3CC[C@@H](C3)F	CHEMBL245969	3.45		None	pIC50	inactive	other	7049
C[C@H]1NC(=O)C2=C1NC(=C2)C=3C=CC=C4C3N=C(N(C4=O)C)NC(C)(C)C	CHEMBL3979678	3.92		None	pIC50	inactive	other	7050
CCCCCCCCCC=1C=CC(=CC1)O	CHEMBL153062	4.5		None	potency	inactive	other	7051
ClC1=C(C2(C3C(C=CC3C1(C2(Cl)Cl)Cl)Cl)Cl)Cl	CHEMBL194400	4.5		None	potency	inactive	other	7052
OC=1C=CC=2C=C(C=CC2C1)SSC=3C=CC=4C=C(C=CC4C3)O	CHEMBL1489064	4.35		None	potency	inactive	other	7053
N[C@H](C(=O)N1CCC(C1)(F)F)C2CCCCC2	CHEMBL280658	3.45		None	pKi	inactive	other	7054
ClC=1N=C(C=2C(=CC=CC2N1)C=3C=CC=CC3)NCC=4C=CC=CN4	CHEMBL4483629	3.5		HEK293	pIC50	inactive	other	7055
CNC(=O)C=1C=NC(=C(C1)O[C@H]2CN(CC2(F)F)C(=O)CC=3C=CC(=CC3)OC(F)(F)F)N	CHEMBL4207042	4.1		None	pIC50	inactive	other	7056
CC(C)(O)COC=1C=CC(=C(C1)O[C@H]2CCN(C[C@@H]2F)C(=O)CC=3C=CC(=CC3)OC(F)(F)F)C(=O)N	CHEMBL4216925	4.42		None	pIC50	inactive	other	7057
O=C(NCC=1C=CC=C(C1)C(=O)NCC=2C=CC=CC2)C=3C=CC(=CC3)O	CHEMBL400917	3.92		None	pIC50	inactive	other	7058
CC=1C=CC=C(C1)NC(=O)C2=CC=C(O2)C=3C=CC(=CC3)OC(F)(F)F	CHEMBL250443	3.92		CHO	pIC50	inactive	other	7059
NC(CC=1C=CC=C(C1)C=2C=CC=CC2CP(=O)(O)O)C(=O)O	CHEMBL1416659	4.45		None	potency	inactive	other	7060
COC=1N=CC(=CN1)C=2C=CC=C(C2CCNC(=O)C=3C=CC(=NC3)OCCC(F)(F)F)OC(F)F	CHEMBL2147304	5.4		None	pIC50	intermediate	other	7061
[O-]/[N+](=N/C=1C=CC=CC1)/C=2C=CC=CC2	CHEMBL1442921	4.3		None	potency	inactive	other	7062
NC=1C=CC(=CC1N)Cl	CHEMBL552741	4.4		None	potency	inactive	other	7063
COC=1C=C(C=CC1NC=2N=CC(=C(N2)C3=CN=C4N3C=CC=C4)Cl)OC5CNC5	CHEMBL1809052	5.23		None	pIC50	intermediate	other	7064
COC(=O)[C@@H]1[C@H](CC[C@H]2[C@@H]1C[C@@H]3N(C2)CCC4=C3NC5=C4C=CC=C5)O	CHEMBL1257131	4.6		None	potency	inactive	other	7065
COC=1C=C(C=CC1NC=2N=CC(=C(N2)C3=CN=C4N3C=CC=C4)Cl)N5CC6COCC(C5)N6	CHEMBL1809060	5		None	pIC50	intermediate	other	7066
C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4[C@@]3(CC[C@H](C4)O)C	CHEMBL1257060	4.6		None	potency	inactive	other	7067
COC=1C=C(C=CC1NC=2N=CC(=C(N2)C3=CN=C4N3C=CC=C4)Cl)N5CCN(CC5)CC(=O)N(C)C	CHEMBL1809063	4.92		None	pIC50	intermediate	other	7068
CN1CC[C@@]2(C1N(C3=C2C=C(C=C3)O)C)C	CHEMBL1590378	4.45		None	potency	inactive	other	7069
ClC1=C(C2(C3C(C(CC3C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)Cl	CHEMBL196537	4.45		None	potency	inactive	other	7070
NC1(CC1)C(=O)O	CHEMBL1255660	4.5		None	potency	inactive	other	7071
N[C@H]1CN(CC[C@@H]1C=2C=C(C(=CC2F)F)F)C=3C=CN=CN3	CHEMBL230984	4.58		None	pIC50	inactive	other	7072
COC=1C=CC=C(C1)C=2C=CC=C(C2)C3(N=C(CN3C(=O)C)N)C	CHEMBL2380457	3.88		CHO	pIC50	inactive	other	7073
CC=1C(=CC=C2C1C=CN2)NC=3C(=CN=CC3C4=CC=5C=C(C=CC5O4)CN6CCN(CC6)C)C#N	CHEMBL571581	3.92		None	pIC50	inactive	other	7074
NC1=NCC2N1C3=C(C=CC=C3)CC4=C2C=CC=C4	CHEMBL1106	4.02	epinastine	None	pIC50	inactive	other	7075
CC(C)OC1=CC(=NN1)N2C=NC3=C2N=C(N=C3)N[C@@H](C)C=4N=CC(=CN4)F	CHEMBL2151323	3.89		None	pIC50	inactive	other	7076
CNC1=NOC2=C1C=CC(=C2C=3C=CC=4C(=NN=CC4C3)N5CCOC[C@@H]5C)C	CHEMBL523374	4.89		None	pIC50	intermediate	other	7077
C=1C=CC(=CC1)[C@@H]([C@H](C=2C=CC=CC2)N3CCCCC3)N4CCCCC4	CHEMBL2152522	4.5		CHO-K1	pIC50	inactive	other	7078
O=C(CN1C=CN=C1[N+](=O)[O-])NCC=2C=CC=CC2	CHEMBL110	3.4	benznidazole	None	pIC50	inactive	other	7079
C[C@@H]1OC(=O)C[C@@H](C[C@@H](CC[C@H]([C@@H](C[C@@H](C[C@@]2(C[C@@H]([C@H]([C@@H](O2)C[C@H](/C=C\C=C/C=C\C=C/C=C\C=C/C=C\[C@@H]([C@H]([C@H]1C)O)C)O[C@@H]3O[C@@H]([C@H]([C@@H]([C@@H]3O)N)O)C)C(=O)O)O)O)O)O)O)O)O	CHEMBL267345	3.4	amphotericin B	None	pIC50	inactive	other	7080
COC=1C=C(C=CC1NC=2N=CC(=C(N2)C3=CN=C4N3C=CC=C4)Cl)N5CCN(CC5)CCO	CHEMBL1809062	5.43		None	pIC50	intermediate	other	7081
COC=1C=CC2=C(C1)N(C(=O)CO2)CCN3CCC(CC3)NCC=4C=CC5=C(N4)NC(=O)CO5	CHEMBL1824044	4.89		None	pIC50	intermediate	other	7082
CCOC[C@H](OC=1N=CN=C2C1C=NN2C=3N=CC=CC3Cl)C(=O)NC=4C=CC=CN4	CHEMBL3221501	3.4		None	pIC50	inactive	other	7083
CC=1C=NC(=CN1)NC(=O)[C@H](COC2CCC2)OC=3N=CN=C4C3C=NN4C=5N=CC=CC5Cl	CHEMBL3221492	4.4		None	pIC50	inactive	other	7084
CC1=NN=C(O1)C=2N=CN3C2C=C(C=C3)NC=4N=CC=C(N4)C=5C=C(N(N5)C)CN(C)C	CHEMBL4759636	3.8		None	pIC50	inactive	other	7085
CC(C)N(C)[C@@H]1CC[C@@H]([C@@H](C1)CS(=O)(=O)C)N2CC[C@@H](C2=O)NC(=O)C=3C=CC=C(C3)C(F)(F)F	CHEMBL3233178	3.5		None	pIC50	inactive	other	7086
CC(C)N(C)[C@@H]1CC[C@@H]([C@@H](C1)CS(=O)(=O)C)N2CC[C@@H](C2=O)NC(=O)C=3C=CC=C(N3)C(F)(F)F	CHEMBL3233179	3.5		None	pIC50	inactive	other	7087
CC(C)N(C)[C@@H]1CC[C@@H]([C@@H](C1)CS(=O)(=O)C(C)C)N2CC[C@@H](C2=O)NC(=O)C=3C=CC=C(C3)C(F)(F)F	CHEMBL3233186	3.5		None	pIC50	inactive	other	7088
C[C@@H](C[C@@H](CS(=O)(=O)N1CCN(CC1)C=2C=CC(=CC2)F)N(O)C=O)C=3N=CC(=CN3)F	CHEMBL1683443	4.59		None	pIC50	inactive	other	7089
COC(=O)NC=1C(=NC(=NC1N)N2N=C(C3=C2C=CC(=C3)Cl)CC=4C(=CC=C(C4F)F)F)N	CHEMBL4753214	3.92		None	pIC50	inactive	other	7090
CN(C)CC=1C=NN(C1)C=2C=CN=C3C2N=C(N3)C4=CN(C5=C4C=C(C=C5)C(=O)N(C)C)C	CHEMBL4745530	3.8		None	pIC50	inactive	other	7091
CN1C=CC2=C1C=CC=C2C3=NC=4C(=CC=NC4N3)N5C=C(C=N5)CN6CC[C@H](C6)O	CHEMBL4779316	3.88		None	pIC50	inactive	other	7092
CN1C=CC2=C1C=CC=C2C3=NC=4C(=CC=NC4N3)N5C=C(C=N5)N[C@@H]6CCOC[C@@H]6N	CHEMBL4740065	3.8		None	pIC50	inactive	other	7093
O=C1C=2C=CC=CC2C(C3=C1C=CC=C3)(CC=4C=CN=CC4)CC=5C=CN=CC5	CHEMBL342375	3.89		HEK293	pIC50	inactive	other	7094
O=C(NCC=1C=CC(=C(C1)Cl)OC(F)(F)F)C=2C=CC(=C(C2)F)S(=O)(=O)NC3=NC=NS3	CHEMBL4293085	3.4		None	pIC50	inactive	other	7095
CN(C(=O)C=1C=CC(=CC1)N2C=CC=N2)[C@@H]3CCN(C3)C4CCC4	CHEMBL1835999	4.6		None	pIC50	inactive	other	7096
O=C1C=CC=2C=CC=C(C2N1)OC[C@@H](O)CN3CCC4(CC3)CC=5C=C(C=CC5O4)Cl	CHEMBL3099953	6.22		HEK293	pIC50	active	other	7097
C[C@H]1[C@H]2[C@@H](O[C@]13CC[C@H](CO3)C)[C@H]([C@@H]4[C@@]2(CC[C@H]5[C@H]4CC[C@@H]6[C@@]5(C[C@H]([C@@H](C6)O[C@@H]7O[C@@H]([C@@H]([C@@H]([C@H]7O)O)O[C@@H]8O[C@@H]([C@H]([C@@H]([C@H]8O[C@@H]9O[C@@H]([C@H]([C@@H]([C@H]9O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)O)CO)O[C@@H]1OC[C@H]([C@@H]([C@H]1O)O)O)O)CO)CO)O)C)C)O	CHEMBL509531	4.6		None	potency	inactive	other	7098
O=[N+]([O-])C=1C=CC=CC1C=2C=CC=CC2	CHEMBL1391678	4.4		None	potency	inactive	other	7099
CN(C)CCC(C=1C=CC=CC1)C=2C=CC=CN2	CHEMBL1580221	4.45	pheniramine	None	potency	inactive	other	7100
O=C1C(=C(C(=O)C(=C1Cl)Cl)Cl)Cl	CHEMBL192627	4.35		None	potency	inactive	other	7101
COCCCC=1C=C(C=2N=CC=CC2C1)CN(C(=O)[C@H]3CNCC[C@@H]3C=4C=CN(C(=O)C4)C)C5CC5	CHEMBL1796067	4.57		None	pKi	inactive	other	7102
O=C(N1CCC=2N=CC(=CC2C1)C(F)(F)F)[C@@]34CCCC[C@@H]3C[C@H](C4)NC5CCOCC5	CHEMBL2314064	4.41		None	pIC50	inactive	other	7103
COC=1C=CC=2N=CC(=C(C2N1)[C@@H](O)CC[C@@H]3CCN(C[C@@H]3C(=O)O)C4CC(C4)C=5C=C(C=CC5F)F)F	CHEMBL4078201	4.35		None	pIC50	inactive	other	7104
COC=1C=CC=CC1OC=2C=CC=CC2CN3CCC4(CC3)CCN(CC4)C(=O)C=5C=CN=CC5	CHEMBL271128	7.34		CHO-K1	pIC50	active	other	7105
O=C(CCNC(=O)C=1C=CC=C(C1)[N+](=O)[O-])NC2=NC(=O)NC=C2F	CHEMBL4517913	3.45		None	pIC50	inactive	other	7106
CC1CC=2C=CC=C(C2O1)CN3CCC4(CC3)CCN(CC4)C(=O)C=5C=CN=CC5	CHEMBL568296	4.68		CHO-K1	pIC50	intermediate	other	7107
CC(C)S(=O)(=O)C=1C(=CC=C(C1O)NC2=NC(=O)[C@H](N2)C3CCCCC3)Cl	CHEMBL4742368	3.7		None	pIC50	inactive	other	7108
CC1(CC=2C(=CC=CC2O1)CN3CCC4(CC3)CCN(CC4)C(=O)C=5C=CN=C(C5)N)C	CHEMBL567627	4.54		CHO-K1	pIC50	inactive	other	7109
O=C(C=1C=CN=CC1)N2CCC3(CCN(CC3)CC=4C=CC=CC4OC(F)(F)C(F)F)CC2	CHEMBL583212	5.29		CHO-K1	pIC50	intermediate	other	7110
C[C@H]1CC2=C(NC3=C2C=C(C=C3)F)[C@@]4(N1)C(=O)NC5=C4C=C(C=C5)Cl	CHEMBL1084349	3.92		None	pIC50	inactive	other	7111
C[C@H]1CC2=C(NC3=C2C=CC=C3)[C@@]4(N1)C(=O)NC5=C4C=C(C=C5)Cl	CHEMBL1083769	3.92		None	pIC50	inactive	other	7112
CC(C)N(C)[C@@H]1CC[C@@H]([C@@H](C1)CS(=O)(=O)C=2C=CC=CC2)N3CC[C@@H](C3=O)NC(=O)C=4C=CC=CC4	CHEMBL1092940	3.5		None	pIC50	inactive	other	7113
CC1(C[C@H](CCO1)CN2CCC(CC2)(F)CNC(=O)C=3C=C(C=C(C3)Cl)Cl)C	CHEMBL488817	5.54		None	pIC50	intermediate	other	7114
CC=1C=CC=C(C1)C(=O)NC=2C=CC=C(C2)NC(=O)C=3C=CC=C(C3)C(F)(F)F	CHEMBL3183773	3.92		None	pIC50	inactive	other	7115
COC=1C=CC(=CC1)NC(=O)[C@H]2SCCNC2=O	CHEMBL4795273	3.8		None	pIC50	inactive	other	7116
CS(=O)(=O)C=1C=CC(=CC1)C2=NOC(=N2)[C@@H](CC3CC3)[C@H](N)C(=O)N4CC[C@@H](C4)F	CHEMBL375442	3.4		None	pIC50	inactive	other	7117
CC=1C=CC(=C(C1)C(=O)N2C[C@]3(CN(C[C@]3(C2)F)C4=NC=5C=CC=CC5O4)F)N6N=CC=N6	CHEMBL4105616	3.92		None	pIC50	inactive	other	7118
CC(=O)C=1C=CC2=C(C1)N(C(=O)CO2)CCN3CCC(CC3)NCC=4C=CC5=C(N4)NC(=O)CO5	CHEMBL1824040	4.31		None	pIC50	inactive	other	7119
CC=1C(=CC=C(C1C#N)F)[C@H]2CN3CCN(C[C@H]3CO2)C(=O)CC=4C=CC(=NC4)N5C=NN=N5	CHEMBL3924012	4.9		None	pIC50	intermediate	other	7120
CC=1C(=CC=C(C1C#N)F)[C@@H]2CN3CCN(C[C@H]3CO2)C(=O)CC=4C=NC(=NC4)N5C=NN=N5	CHEMBL3964482	5.23		None	pIC50	intermediate	other	7121
CC1=CC(=NN1)C=2C=CC(=CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC=4C=NN5C4C(=O)NCC5	CHEMBL4542281	3.88		None	pIC50	inactive	other	7122
CC=1C=NC=2C(=CN(C2C1)CC=3N=CN=C(C3C)N(C)C)C(=O)NCCO	CHEMBL3291423	3.88		None	pIC50	inactive	other	7123
COC=1C=NC=2C(=CN(C2C1)CC=3N=CN=C(C3C)N(C)C)C(=O)NCCO	CHEMBL3291430	3.88		None	pIC50	inactive	other	7124
O=C1C=C(ON1)[C@H]2CCN[C@H](C2)CCC=3C=CC=CC3	CHEMBL3287854	0		None	pIC50	inactive	other	7125
O=C(CNCC1CCCCC1)N2CCC=3C=CC=CC3C2C4CCCCC4	CHEMBL3356246	4.59		CHO	pIC50	inactive	other	7126
CCN1C(=NC2=C1C=C(N=C2)C3CC3)[C@@H](C)NS(=O)(=O)C=4C=CC(=NC4)C#N	CHEMBL3605558	3.1		None	pIC50	inactive	other	7127
COC=1C=CC=C(C1)N2C=C3N=C(N(C(=O)C3=N2)C[C@H]4CCCN(C4)C[C@H]5CCCO5)C=6C=CC=NC6C	CHEMBL3218897	4.36		None	pIC50	inactive	other	7128
COC=1C=C(C=2C(=O)C=C(OC2C1)C=3C=C(C(=C(C3)C)OC[C@H](O)CN4CCN(CC4)C)C)OC	CHEMBL4557050	3.92		None	pIC50	inactive	other	7129
O=C1C=C(ON1)[C@H]2CCN[C@H](C2)CC=3C=CC=CC3	CHEMBL3287849	0		None	pIC50	inactive	other	7130
COC=1C=CC(=CC1)[C@H](C)NC(=O)COC=2C=C(C=3C(=NN(C3N2)C)C=4C=CC=CC4)C(F)(F)F	CHEMBL3634013	3.92		None	pIC50	inactive	other	7131
CC(C)OC[C@H](OC=1N=CN=C2C1C=NN2C=3C=CC=CC3Cl)C(=O)NC=4C=CC=CN4	CHEMBL3221500	4.2		None	pIC50	inactive	other	7132
CC=1C=CC(=NC1)NC(=O)[C@H](COC2CCC2)OC=3N=CN=C4C3C=NN4C=5N=CC=CC5Cl	CHEMBL3221490	4.4		None	pIC50	inactive	other	7133
CCOCCN1C(=NC2=C1C=CC=C2)N3CC[C@@H](C3)N(C)C	CHEMBL1087493	6.63		None	pIC50	active	other	7134
CC=1C=CC(=NC1)NC(=O)[C@H](COC(C)C)OC=2N=CN=C3C2C=NN3C=4C=CC=CC4Cl	CHEMBL3221488	4.5		None	pIC50	inactive	other	7135
CNS(=O)(=O)NC=1C=CC=2C=CC=3N=CC(=CC3C(=O)C2C1)C=4C=NN(C4)C	CHEMBL1802907	3.92		None	pIC50	inactive	other	7136
FC(F)(F)C=1C=CC=2C(=NNC2C1)NC=3C=CC(=NC3)Cl	CHEMBL4093377	3.4		None	pIC50	inactive	other	7137
CCN(C(=O)CC=1C=CC(=CC1)S(=O)(=O)C)C2CCN(CC2)CC[C@H](C=3C=CC(=CC3)S(=O)(=O)C)C=4C=C(C=C(C4)F)F	CHEMBL212689	5.72		None	pIC50	intermediate	other	7138
CC(C)C[C@H](N)CSSC[C@@H](N)CC(C)C	CHEMBL1523894	4.45		None	potency	inactive	other	7139
CN(C)CCC(C=1C=CC(=CC1)Cl)C=2C=CC=CN2	CHEMBL1659	4.55	chlorphenamine	None	potency	inactive	other	7140
COC=1C=NC=2C=CC(=O)N(C2C1)CCN3CCC(CC3)C4=NC=5C=C(C(=CC5N4)C)C#N	CHEMBL3318997	5		None	pIC50	intermediate	other	7141
CC[C@H](CO)NC=1N=C(C=2N=CN(C2N1)C(C)C)NCC=3C=CC=CC3	CHEMBL14762	4.45		None	potency	inactive	other	7142
CCOP(=S)(OCC)SCSC(C)(C)C	CHEMBL1406292	4.4		None	potency	inactive	other	7143
C=1C=CC=2C(=CC=CC2C1)N3CCNCC3	CHEMBL1256192	4.45		None	potency	inactive	other	7144
N=C(N)C=1C=CC=CC1	CHEMBL537204	4.5		None	potency	inactive	other	7145
CCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C	CHEMBL1256761	4.45		None	potency	inactive	other	7146
CCCCCCCC/C=C\CCCCCCCC(=O)NCCO	CHEMBL280065	4.45		None	potency	inactive	other	7147
CC1CC=2C=C3C(=CC2C(=NN1)C=4C=CC(=CC4)N)OCO3	CHEMBL1256984	4.45		None	potency	inactive	other	7148
CCOC(=O)N1CCC(=C2C=3C=CC(=CC3CCC4=C2N=CC=C4)Cl)CC1	CHEMBL998	4.6	loratadine	None	potency	inactive	other	7149
CCCCCOC(=O)C=1C=CC=CC1C(=O)OCCCCC	CHEMBL1503330	4.4		None	potency	inactive	other	7150
NC=1C=CC=CC1C(=O)OCCC=2C=CC=CC2	CHEMBL1488668	4.4		None	potency	inactive	other	7151
CC=1C(=CC=C2C1COC2=O)C(C)CN3CCN(CC3)C(=O)CC=4C=CC(=NC4)N5C=NN=N5	CHEMBL3794292	4.52		None	pIC50	inactive	other	7152
CC[C@H](NC=1N=C(N=C(C1C#N)N)N)C2=NC=3C=CC=C(C3C(=O)N2C=4C=CC=CC4)C#CCCCC(=O)N5CCCC5	CHEMBL4060396	3.8		None	pIC50	inactive	other	7153
N#CC=1C(=NC=NC1N2CCC[C@H]2C3=NC=4C=CC=C(C4C(=O)N3C=5C=CC=CC5)C#CCCCC(=O)N6CCOCC6)N	CHEMBL4080347	4.5		None	pIC50	inactive	other	7154
O=C(O)CCCOC=1C=CC(=CC1)C=2C=C(C=CC2Cl)OC(F)(F)F	CHEMBL3968947	3.62		None	pIC50	inactive	other	7155
O=C(N1CCC=2N=CC(=CC2C1)C(F)(F)F)[C@@]34CCC[C@@H]3C[C@H](C4)NC5CCOCC5	CHEMBL2314061	4.59		None	pIC50	inactive	other	7156
NC1=NC=2C=CC=NC2N1CC(O)C=3C=CC=C(C3Cl)Cl	CHEMBL3289805	3.88		None	pIC50	inactive	other	7157
CN(C)CCCCC=1C=CC(=CC1)C2(COC2)C	CHEMBL1084000	4.46		None	pIC50	inactive	other	7158
COC=1C=C(C=CC1NC=2N=CC(=C(N2)C3=CN=C4N3C=CC=C4)Cl)N5CCN(CC5)C(=O)N(C)C	CHEMBL1809068	4.8		None	pIC50	intermediate	other	7159
CC=1C(=C(C=C2C1C(=O)C=3C(=C(C(=C(C3C2=O)O)O)[C@H]4O[C@@H]([C@H]([C@@H]([C@H]4O)O)O)CO)O)O)C(=O)O	CHEMBL1366408	4.1		None	potency	inactive	other	7160
CC=1C(=CC=C2C1COC2=O)[C@H]3CN4CCN(C[C@H]4CO3)C(=O)CC=5C=CC(=NC5)N6C=NN=N6	CHEMBL3900159	4.25		None	pIC50	inactive	other	7161
CN(C(=O)CC=1C=CC(=C(C1)Cl)Cl)C(CN2CCCC2)C=3C=CC=C(C3)OCC(=O)O	CHEMBL1256750	4.45		None	potency	inactive	other	7162
NC(=O)C=1C=CC(=CC1)O[C@@H]2C[C@@H]3CC[C@H](C2)N3CC=4C=CC=CC4	CHEMBL1224214	6.17		None	pIC50	active	other	7163
CC(C)N=C=NC(C)C	CHEMBL1332992	4.45		None	potency	inactive	other	7164
CC=1C=C(C(=CC1SC=2C=C(C(=CC2C)O)C(C)(C)C)C(C)(C)C)O	CHEMBL1526319	4.4		None	potency	inactive	other	7165
CCOP(=S)(OCC)OC=1C=CC(=CC1)[N+](=O)[O-]	CHEMBL261919	4.38		None	potency	inactive	other	7166
CN1CCC(CC1)(COCC=2C=C(C=C(N2)C#N)C(F)(F)F)C=3C=CC=CC3	CHEMBL2333631	4.48		None	pIC50	inactive	other	7167
CO[C@@H]1COCC[C@@H]1N[C@@H]2C[C@H]3CCC[C@]3(C2)C(=O)N4CCC=5N=CC(=CC5C4)C(F)(F)F	CHEMBL2313764	3.7		None	pIC50	inactive	other	7168
O=C(CCCCCCN1C=NC2=C1N=C(N=C2N3CCOCC3)C=4C=CC=C(C4)CO)NO	CHEMBL4749655	3.4		None	pIC50	inactive	other	7169
COC=1C=C2N=NC(=C(C2=CC1N3CCN(CC3)S(=O)(=O)C)NC=4C=CC(=CC4F)C)C(=O)N	CHEMBL2409406	3.92		None	pIC50	inactive	other	7170
CN[C@@H]1C[C@H]2O[C@@]([C@@H]1OC)(N3C=4C=CC=CC4C5=C3C=6N2C7=C(C6C8=C5CNC8=O)C=CC=C7)C	CHEMBL388978	4.04		None	pIC50	inactive	other	7171
CC1=CC=CN(C1=O)C=2C=CC(=C(C2)Cl)C=3C=CC=4C(=NNC4C3)C(=O)NCC=5C=CN=CC5	CHEMBL4758500	4.39		None	pIC50	inactive	other	7172
COC=1C=CC(=CC1)CCN2CCC(CC2)NC3=NC=4C=CC=CC4N3CC5CCCCC5	CHEMBL4207128	8.49		None	pIC50	active	other	7173
O=C(CC=1C=CC(=CC1)OCC[C@@H]2C[C@@H]2C3CCN(CC3)C=4N=CC(=CN4)Cl)NC5CC5	CHEMBL4083676	3.62		None	pIC50	inactive	other	7174
NC=1N=C2C=CC=C(N2N1)C=3C=CC=C(C3Cl)Cl	CHEMBL4570428	4		None	pIC50	inactive	other	7175
COCCCC=1C=C(C(=C(C1)CN(C(=O)[C@H]2CNCC[C@@H]2C=3C=CN(C(=O)C3)C)C4CC4)C)C	CHEMBL1796061	3.94		None	pKi	inactive	other	7176
COCCCN1C=C(C2=C1C=CC=C2F)CN(C(=O)[C@H]3CNCC[C@@H]3C=4C=CN(C(=O)C4)C)C5CC5	CHEMBL1796069	3.94		None	pKi	inactive	other	7177
CC1=CC=CN(C1=O)C=2C=CC(=C(C2)Cl)C=3C=CC=4C(=NNC4C3)C(=O)NCC5CC5	CHEMBL4781551	4.08		None	pIC50	inactive	other	7178
CN1CCC(CC1)(COCC=2C=C(C=CN2)C(F)(F)F)C=3C=CC(=CC3)F	CHEMBL2333630	4.54		None	pIC50	inactive	other	7179
COC=1C=C(C=CC1NC=2N=CC(=C(N2)C3=CN=C4N3C=CC=C4)Cl)N5CCN(CC5)C(=O)[C@H](C)O	CHEMBL1809070	5.09		None	pIC50	intermediate	other	7180
CN1CCC[C@@H]1COC=2C=CC(=CC2)/C(=C(/CCCO)\C=3C=CC=CC3)/C=4C=CC(=CC4)O	CHEMBL4759824	3.92		None	pIC50	inactive	other	7181
CCN(CC)C(=O)C=1C=CC(=CC1)C(=C2CCNCC2)C=3C=CC=CN3	CHEMBL1946619	4.48		None	pIC50	inactive	other	7182
CC=1C=CC(=C(C1)C(=O)N2C[C@]3(CN(C[C@]3(C2)F)C4=NC=5C=C(C=CC5O4)Cl)F)N6N=CC=N6	CHEMBL4087734	3.92		None	pIC50	inactive	other	7183
COC=1C=C(C=CC1NC=2N=CC(=C(N2)C3=CN=C4N3C=CC=C4)Cl)N5CCN(CC5)C(=O)CO	CHEMBL1809069	4.85		None	pIC50	intermediate	other	7184
CO[C@H]1C[C@H](C1)N2C(=O)N(C3=C2C4=C(N=C3)C=C(C(=C4)C=5C=CC(=NC5)CS(=O)(=O)C)F)C	CHEMBL4172761	4.85		None	pIC50	intermediate	other	7185
CNC[C@@H](O)CCN1C=2C=CC=CC2N(S1(=O)=O)C=3C=CC=CC3F	CHEMBL1082458	3.92		None	pIC50	inactive	other	7186
NS(=O)(=O)C=1C=CN=CC1C=2N=C(C=3C(=CC=CC3N2)C=4C=CC=CC4)NCC=5C=CC=CN5	CHEMBL4077920	3.5		HEK293	pIC50	inactive	other	7187
O=C(CN1N=CC=CC1=O)NC=2C=CC(=CC2)C[C@@H]3CC[C@@H](N3)[C@H](O)C=4C=CC=CC4	CHEMBL3764088	3.92		None	pIC50	inactive	other	7188
O=C(NC=1C=CC(=CC1)C[C@@H]2CC[C@@H](N2)[C@H](O)C=3C=CC=CC3)[C@@H]4CCC=5N4C(=O)C=CC5	CHEMBL3763934	3.92		None	pIC50	inactive	other	7189
COC=1C=NC=2C=CC(=O)N(C2C1)CCN3CCN(CC3)C4=NC=5C=CC=CC5N4	CHEMBL3318985	5.15		None	pIC50	intermediate	other	7190
