kekuleSmiles	Molecule ChEMBL ID	pAct(norm)	DrugName	Assay Cell Type	Obs	ActivityFilter	Type	nre
CC(C)C1=NOC(=N1)N2CCN([C@@H](C2)C)C=3N=CC(=CN3)OCC=4C=CC(=CC4F)S(=O)(=O)C	CHEMBL3358014	5.13		None	pIC50	intermediate	patch	4734
C[C@@H]1CN(CCN1C=2N=CC(=CN2)OCC=3C=CC(=CC3F)C[S+](C)[O-])C4=NC(=NO4)C(F)(F)F	CHEMBL3358007	4.55		None	pIC50	inactive	patch	4735
C[C@@H]1CN(CCN1C=2N=CC(=CN2)OCC=3C=CC(=CC3F)S(=O)(=O)C)C(=O)OC4(COC4)C(F)(F)F	CHEMBL3358012	4.96		None	pIC50	intermediate	patch	4736
CN1CCC(CC1)CNC=2C=CN3N=CC(=C3N2)C=4C=CC=C(C4)OC(F)(F)F	CHEMBL3355541	5.72		CHO	pIC50	intermediate	patch	4737
COC=1C=CC=2N=CC=C(C2N1)NC(=O)[C@@]3(CC[C@H](CC3)NCC=4C=CC5=C(C4)OCCO5)O	CHEMBL1926765	4.6		None	pIC50	inactive	patch	4738
O=C(NCCCCN1CCN(CC1)C=2C=CC=C(C2Cl)Cl)C=3C=C4C=CC=CC4=CN3	CHEMBL462508	6.7		HEK293	pKi	active	patch	4739
COC=1C=CC=C2C1N3C(=C2)CN(CC3)CCCCNC(=O)C4=CC=5C=CC=CC5CN4	CHEMBL461023	5.74		HEK293	pKi	intermediate	patch	4740
CC(C)C1=NOC(=N1)N2CCN([C@@H](C2)C)C=3N=CC(=CN3)OCC=4C=CC(=CC4F)CS(=O)(=O)C	CHEMBL3358013	3.92		None	pIC50	inactive	patch	4741
ClC=1C=CC=C(C1Cl)N2CCN(CC2)CCCCOC=3C=C4C=CC=CC4=CN3	CHEMBL522044	6.8		HEK293	pKi	active	patch	4742
NC=1N=CC(=NC1C=2C=CC(=NC2)C(F)(F)F)C=3C=CC(=CC3)C(=O)N4CCC(CC4)O	CHEMBL4761413	3.88		None	pIC50	inactive	patch	4743
COC=1N=CC=NC1CC2=C(CC3=C2C=CC=C3)CCN(C)C	CHEMBL1088900	5.12		None	pIC50	intermediate	patch	4744
CC1=CSC(=N1)[C@H](C)C2=C(CC3=C2C=CC=C3)CCN(C)C	CHEMBL1092599	5.72		None	pIC50	intermediate	patch	4745
N=C(N)NC(=O)C=1N=C(C(=NC1N)N)Cl	CHEMBL945	3.92	amiloride	CHO	pIC50	inactive	patch	4746
CC#CCN1C(=C(C2=C1C(=O)N(C(=O)N2C)CC=3N=CC=C4C3C=CC=C4)C#N)N5CCCNCC5	CHEMBL1951612	5		None	pIC50	intermediate	patch	4747
CC1=NC=2N=CC(=CC2C(=O)N1C[C@H]3CCCN(C3)C(C)C)OC=4C=CC(=CC4F)Br	CHEMBL1956990	5.89		None	pIC50	intermediate	patch	4748
CNCC=1C=C(N=CN1)OC=2C=CC3=C(C2)C=CN3C(=O)NC=4C=CC(=C(C4)C(F)(F)F)F	CHEMBL3746204	5.24		None	pIC50	intermediate	patch	4749
O=C(C=1C=CC(=NC1)OC=2C=CC=C(C2)F)N3CCCN(CC3)C4CCC4	CHEMBL1170790	5.46		None	pIC50	intermediate	patch	4750
O=C(C=1C=CC(=CN1)OC=2C=CC(=CC2)F)N3CCCN(CC3)C4CCC4	CHEMBL1170953	6.05		None	pIC50	active	patch	4751
CC1(CCN(CC1)C=2C=NC(=C(N2)N)SC=3C=CC=NC3C(F)(F)F)CN	CHEMBL4750422	4.91		None	pIC50	intermediate	patch	4752
O=C1C(=C(C1=O)NC=2C=CC(=CC2)N3CCOCC3)NCC=4C=CC=CN4	CHEMBL4799560	3.92		HEK293	pIC50	inactive	patch	4753
O=C1C(=C(C1=O)NC=2C=CC3=C(C2)OCO3)NCC=4C=CC=CN4	CHEMBL4779974	3.92		HEK293	pIC50	inactive	patch	4754
CC1=CC2=C(S1)NC=3C=CC=CC3N=C2N4CCN(CC4)C	CHEMBL715	4.44	olanzapine	HEK293	pKi	inactive	patch	4755
CC(NC(=O)C=1C=CC(=CC1Cl)C(F)(F)F)C2(CCC(CC2)(F)F)N3CCN(CC3)S(=O)(=O)C4=CN(N=N4)C	CHEMBL4448986	4.69		HEK293	pIC50	intermediate	patch	4756
N#CC=1C=CN=C(C1)OC2=NN(C3=C2C(=NC=N3)N)[C@H]4C[C@@H](C4)F	CHEMBL4642579	3.92		CHO-K1	pIC50	inactive	patch	4757
NC(=O)C=1C=CN(C1)C=2C=CC=C(C2)OC(=O)NCCN3CCN(CC3)C=4C=CC=CC4	CHEMBL4473519	5.28		HEK293	pIC50	intermediate	patch	4758
CC(C)[C@@H](NC(=O)C=1C=C(C=CC1F)C(F)(F)F)C(=O)N2CCC3(CC2)C(=O)N(C(=O)N3C=4C=CC=5NN=CC5C4)C	CHEMBL4636208	3.7		None	pIC50	inactive	patch	4759
CN1C[C@@H]2C[C@H]1CN2C=3N=CC(=CN3)C=4C=CC=CC4	CHEMBL1085581	7.66		None	pKi	active	patch	4760
CN(C)C(=O)N[C@H]1CC[C@H](CC1)CCN2[C@H]3CC[C@@H]2C[C@@H](C3)OC=4C=CC=C(C4)C(=O)N	CHEMBL1223872	3.88		None	pIC50	inactive	patch	4761
CN1C[C@@H]2C[C@H]1CN2C=3N=CC(=CN3)C=4C=CC=5NC=CC5C4	CHEMBL1086524	8.37		None	pKi	active	patch	4762
CN1C[C@@H]2C[C@H]1CN2C=3N=CC(=CN3)C=4C=CC=C5C4C=CN5	CHEMBL1085599	7.89		None	pKi	active	patch	4763
CC=1C(=C(C=C2C1N(C(=O)C=C2)C3CC3)F)N4CC[C@H](C4)[C@H](C)N	CHEMBL4640061	4.31		HEK293	pIC50	inactive	patch	4764
CN1C(=NN=C1C=2C=CN=NC2)SCCCN3C[C@@H]4C[C@@]4(C3)C=5C=CC(=CC5)C(F)(F)F	CHEMBL1081867	6.33		None	pIC50	active	patch	4765
O=C(NC=1C=C(C=CN1)C2=CN(C3=C2C=CN=C3)C4CCOCC4)N5CCOCC5	CHEMBL4641672	4.62		None	pIC50	intermediate	patch	4766
O=C(NC=1C=C(C=CN1)C2=CN(C3=C2C=CN=C3)C=4C=CC=CC4)NC5CC5	CHEMBL4645474	6.22		None	pIC50	active	patch	4767
CCN(CC)C(=O)C1CCCN(C1)C(=O)CC2CCN(CC2)CC=3C=CN(C3)C=4C=CC(=CC4)C(F)(F)F	CHEMBL561463	4.8		CHO	pIC50	intermediate	patch	4768
O=C(CC1CCN(CC1)CC=2C=CN(C2)C=3C=CC(=CC3)C(F)(F)F)NC(C=4C=CN=CC4)C=5C=CC(=CC5)Cl	CHEMBL551924	5.77		CHO	pIC50	intermediate	patch	4769
CC(O)(COC=1C=CC(=CC1)S(F)(F)(F)(F)F)C(=O)NC=2C=C(C=C(C2)C(F)(F)F)C(F)(F)F	CHEMBL4472931	4		CHO	pIC50	inactive	patch	4770
O=C(NC[C@H]1CCCC[C@H]1O)NC2CCN(CC2)CC=3C=CN(C3)C=4C=CC(=CC4)C(F)(F)F	CHEMBL559329	5.4		CHO	pIC50	intermediate	patch	4771
O=C(CC1CCN(CC1)CC=2C=CN(C2)C=3C=CC(=CC3)C(F)(F)F)NC(C=4C=CC=CC4)C=5C=CC=CN5	CHEMBL561585	5.64		CHO	pIC50	intermediate	patch	4772
COC=1C=C2C(=CC1OC)[C@@H](N(CC2)C=O)CCC3=CNC4=C3C=CC(=C4)C	CHEMBL4527894	3.8		CHO	pIC50	inactive	patch	4773
C[C@H]1CC(=O)NN=C1C=2C=CC(=CC2)OC3CCN(CC3)C4CCC4	CHEMBL1950747	4.57		None	pIC50	inactive	patch	4774
FC=1C=CC(=CC1)CN2C(=NC3=C2C=CC=C3)[C@H]4CNCCS4	CHEMBL1935446	6.05		None	pIC50	active	patch	4775
CN1C=NC(=C1)C=2C=CC(=C(C2)C(=O)N)OC3CCN(CC3)C(=O)CC=4C=CC(=CC4)OC(F)(F)F	CHEMBL4215846	5.02		None	pIC50	intermediate	patch	4776
CN1C[C@@H]2C[C@H]1CN2C=3C=NC(=CN3)C=4C=CC=5SC=CC5C4	CHEMBL1084022	8.92		None	pKi	active	patch	4777
CN1C[C@@H]2C[C@H]1CN2C=3N=CC(=CN3)C=4C=CC=5NC(=CC5C4)C(F)(F)F	CHEMBL1086525	8.73		None	pKi	active	patch	4778
CN1C[C@@H]2C[C@H]1CN2C=3C=CC(=CN3)C=4C=CC=5NC(=CC5C4)C(F)(F)F	CHEMBL1086481	8.7		None	pKi	active	patch	4779
CC(SC1=NC=2N=CC=CC2N1C=3C=CC(=C4C3C=CC=C4)C5CC5)C(=O)O	CHEMBL4759016	3.92		HEK293	pIC50	inactive	patch	4780
CCOC=1C=C(C=CC1OC)CN2CCC(CC2)NC3=NC=4C=C(C=CC4O3)S(=O)(=O)CC	CHEMBL1079313	6.74		CHO	pIC50	active	patch	4781
CCN(CC=1C=C(C=CC1C=2C=C(C=CC2OC)CC(=O)O)C(F)(F)F)C(=O)OCC=3C=CC=CC3	CHEMBL1916700	3.92		None	pIC50	inactive	patch	4782
O=C1CCC=2C=C(C=C3C2N1CC3)C(O)CCCN4CCC(CC4)C5=NOC6=C5C=CC(=C6)F	CHEMBL4294799	5.72		HEK293	pIC50	intermediate	patch	4783
CN1C=NC(=C1)C=2C=NC(=C(C2)O[C@H]3CN(CC3(F)F)C(=O)CC=4C=CC(=CC4)OC(F)(F)F)N	CHEMBL4216500	5.11		None	pIC50	intermediate	patch	4784
CC(C)(CO)N1C=C(C2=C1N=C(N=C2)N)C(=O)C=3C=NC=C(C3)NC(=O)CC=4C=CC(=CN4)Cl	CHEMBL4212531	3.92		None	pIC50	inactive	patch	4785
CC[C@@H](C)N1C(=O)C(=NC2=C1N=C(N=C2)C=3C(=NC=NC3C4CC4)OC)NCC=5C=CC(=CN5)S(=O)(=O)CC	CHEMBL4742024	5.32		HEK293	pIC50	intermediate	patch	4786
CCN1CCC(CC1)N2CCC=3N=C(C=CC3C2)NC=4N=CC(=C(N4)C=5C=C(C=6N=C(N(C6C5)C(C)C)C)F)F	CHEMBL4203179	3.7		CHO	pIC50	inactive	patch	4787
CC(C)CC=1C=CC2=NN(C=C2C1NS(=O)(=O)C=3C=CC(=CC3)CCCOC[C@@H]4CCCN4C)C	CHEMBL4249236	5.52		None	pIC50	intermediate	patch	4788
O=C(O)C[C@H](CN1CC[C@H](C1)CCC=2C=CC3=C(N2)NCCC3)C=4C=CC=C(C4)C5CC5	CHEMBL4242635	5.5		HEK293	pIC50	intermediate	patch	4789
O=C(O[C@@H]1COC2=NC(=CN2C1)[N+](=O)[O-])N3CCN(CC3)C=4C=CC(=CC4)OC(F)(F)F	CHEMBL1945829	3.92		HEK293	pIC50	inactive	patch	4790
CC1(NCCC2=C1OC3=C2C=CC(=C3)S(=O)(=O)C=4C=CC=C(C4)F)C(F)(F)F	CHEMBL1935596	3.92		None	pIC50	inactive	patch	4791
CC=1C=CC(=CC1)NC(=O)N2CCN(CC2)C=3N=C(N=C4C3N=C(S4)C=5C=CC=NC5)N	CHEMBL4206816	5.7		None	pIC50	intermediate	patch	4792
COC=1C=CC=2N=CC=C(C2N1)NC(=O)[C@@]3(CC[C@H](CC3)NCC=4C=NC5=C(C4)OCCO5)O	CHEMBL1926766	4.28		None	pIC50	inactive	patch	4793
COC(=O)C(CCCN1CCC(CC1)C=2C=CC=CC2OC)(C=3C=CC(=CC3)Br)C(C)C	CHEMBL3115346	6.11		None	pIC50	active	patch	4794
COC=1C=C(C=CC1NC=2N=CC(=C(N2)C3=CN=C4N3C=CC=C4)Cl)OC5CN(C5)C(=O)C	CHEMBL1809051	3.88		None	pIC50	inactive	patch	4795
COC(=O)C(CCC(=O)N1CCN(CC1)C=2C=CC=CC2OC)(C=3C=CC(=CC3)Br)C(C)C	CHEMBL3115195	4.77		None	pIC50	intermediate	patch	4796
C[C@@H]1CN(CCN1S(=O)(=O)C=2C=CC(=CC2)C(C)(O)C(F)(F)F)CC3(CC3)C(=O)N	CHEMBL465955	3.4		None	pIC50	inactive	patch	4797
CC(=O)N1CCC(CC1)C=2C=CC(=CC2C(F)(F)F)C(=O)NC(=N)N	CHEMBL2170610	3.92		HEK293	pIC50	inactive	patch	4798
COC=1C=CC(=CC1)CCN2C(=O)N(CC2C=3C=CC(=CC3)C)NS(=O)(=O)C	CHEMBL572153	4.95		None	pIC50	intermediate	patch	4799
CC(C)OC=1C=CC(=CC1C(=O)N2CCN(CC2)C=3C=CC(=CC3F)C#N)S(=O)(=O)C	CHEMBL1173635	5.48		CHO	pIC50	intermediate	patch	4800
CNC(=O)C=1C=CC(=CC1)C2=CC3(CCNCC3)OC4=C2C=CC=C4	CHEMBL551413	3.4		HEK293	pIC50	inactive	patch	4801
CC(OC=1C=CC(=CC1C(=O)N2CCN(CC2)C=3C=CC(=CC3)C(F)(F)F)S(=O)(=O)C)C(F)(F)F	CHEMBL1171499	5		CHO	pIC50	intermediate	patch	4802
CN1C[C@@H]2C[C@H]1CN2C=3C=CC(=CN3)C=4C=CC=5NN=CC5C4	CHEMBL1085091	7.34		None	pKi	active	patch	4803
CN1C[C@@H]2C[C@H]1CN2C=3C=CC(=CN3)C=4C=CC=5NC=CC5C4	CHEMBL1086480	7.96		None	pKi	active	patch	4804
NC1=NC=2C(=CC(=CC2O1)Cl)C(=O)N[C@@H]3CN4CCC3CC4	CHEMBL1272232	5.32		HEK293	pIC50	intermediate	patch	4805
O=C(N[C@@H]1CN2CCC1CC2)C=3C=CC=C4C3N=C(O4)N5CCOCC5	CHEMBL1271520	5.49		HEK293	pIC50	intermediate	patch	4806
COC=1C=CC(=CC1)CN2C(=NC3=C2C=CC=C3)[C@H]4CNCCS4	CHEMBL1935447	5.82		None	pIC50	intermediate	patch	4807
O=C(COC=1C=CC=C(C1)Cl)NC2CCN(CC2)CC=3C=CN(C3)C=4C=CC(=CC4)C(F)(F)F	CHEMBL472363	6.25		CHO	pIC50	active	patch	4808
CN1C=C(N=N1)C2CCN(CC2)C(=O)NC3CC3C=4C=CC=CC4	CHEMBL562869	3.92		None	pIC50	inactive	patch	4809
O=C(NCCCCN1CCN(CC1)C=2C=CC=C(C2)Cl)C=3C=C4C=CC=CC4=CN3	CHEMBL461236	6.52		HEK293	pKi	active	patch	4810
NC1=NC=2C(=CC=CC2O1)C(=O)N[C@@H]3CN4CCC3CC4	CHEMBL1272178	3.92		HEK293	pIC50	inactive	patch	4811
CCCOCCN1C(=O)C(=NC2=C1C=C(N=C2)C=3C=CC(=NC3)OC)N4CCN(CC4)[C@@H](C)[C@@H](C)O	CHEMBL589069	7.27		None	pIC50	active	patch	4812
O=C1C=CC=2N=CC(=C3C2N1C[C@@]3(O)CC45CCC(CC4)(CO5)NCC=6C=CC7=C(C6Cl)OCCO7)F	CHEMBL3425824	3.62		CHO	pIC50	inactive	patch	4813
CCCOCCN1C(=O)C(=NC2=C1C=C(N=C2)C=3C=CC(=NC3)OC)N4CCNCC4	CHEMBL591477	6.17		None	pIC50	active	patch	4814
CC=1C=C(N(N1)C=2C=C(N=C(N2)C3=CC=C(O3)C)NC(=O)CCN4CC[C@@H](C4)N(C)C)C	CHEMBL270314	5.64		HEK293	pIC50	intermediate	patch	4815
CC=1C=CC=C(N1)NC=2N=C(N=C3C2N(N=C3C)CCOCC(F)(F)F)N4CCNCC4	CHEMBL1097718	6.25		None	pIC50	active	patch	4816
CC1=NNC(=C1[C@H](C)NC(=O)COC=2C=C(C=3C(=NN(C3N2)C)C=4C=CC=CC4)C(F)(F)F)C	CHEMBL3634015	3.92		None	pIC50	inactive	patch	4817
CCC1=NN(C2=C1N=C(N=C2NC=3C=CN=CN3)N4CCN[C@@H](C4)C)CCOCC(F)(F)F	CHEMBL1095121	5.85		None	pIC50	intermediate	patch	4818
O=C(NC1CC1C=2C=CC=CC2)N3CCC(CC3)C4=NN=CO4	CHEMBL561379	4.57		None	pIC50	inactive	patch	4819
CC=1C=CC=CC1CN(C=2C=CC(=C(C2)Cl)C#N)[C@H]3CCN(C3)S(=O)(=O)C	CHEMBL601500	5.55		None	pIC50	intermediate	patch	4820
CN1C=NC(=C1)C(=O)N(CC=2C=CC=C(C2)OC(F)(F)F)C[C@@H]3[C@@H]4[C@H]3CN(C4)CC5CC5	CHEMBL560750	6.28		HEK293	pIC50	active	patch	4821
COCC(O)CN(CC=1C=CC(=CC1)F)C(=O)CC2CCN(CC2)CC3=CC=C(O3)C=4C=CC(=CC4)Cl	CHEMBL549636	5.96		CHO	pIC50	intermediate	patch	4822
O=C(CC1CCN(CC1)CC=2C=CN(C2)C=3C=CC(=CC3)C(F)(F)F)N4CCCC(C4)C(=O)N5CCCC5	CHEMBL564032	4.51		CHO	pIC50	inactive	patch	4823
O=C(CC1CCN(CC1)CC2=CC=C(O2)C=3C=CC(=CC3)Cl)N4CCCC(C4)CO	CHEMBL564674	5.63		CHO	pIC50	intermediate	patch	4824
CC(=O)NC1CCN(C1)C(=O)NC2CCN(CC2)CC=3C=CN(C3)C=4C=CC(=CC4)C(F)(F)F	CHEMBL561083	3.9		CHO	pIC50	inactive	patch	4825
CCN1C[C@H](CC1=O)N(CC=2C=C(C=CC2Cl)F)C=3C=CC(=C(C3)Cl)C#N	CHEMBL552023	5.51		None	pIC50	intermediate	patch	4826
CC(=O)N1CCC(CC1)C=2C=C(C(=CC2C(F)(F)F)C(=O)NC(=N)N)C	CHEMBL2170611	5.15		HEK293	pIC50	intermediate	patch	4827
CCCC1=NN(C2=C1N=C(NC2=O)C=3C=C(C=CC3OCC)S(=O)(=O)N4CCN(CC4)C)C	CHEMBL192	4.5	sildenafil	None	pIC50	inactive	patch	4828
O=C(O[C@H]1CN2CCC1CC2)N3CCC=4C=CC=CC4[C@@H]3C=5C=CC=CC5	CHEMBL1734	6.6	solifenacin	None	pIC50	active	patch	4829
O=C(NC1CCN(CC1)CC=2C=CN(C2)C=3C=CC(=CC3)C(F)(F)F)N4CCCCC4CCO	CHEMBL558928	5.51		CHO	pIC50	intermediate	patch	4830
N#CC=1C=CC(=CC1)O[C@@H]2[C@@H]3CC(=O)[C@@H]3C[C@H]2N4CCC[C@H](C4)N	CHEMBL4130214	3.4		None	pIC50	inactive	patch	4831
O=C(NC1CCN(CC1)CC=2C=CN(C2)C=3C=CC(=CC3)C(F)(F)F)N4CCCC4CC=5C=CC=NC5	CHEMBL564501	5.76		CHO	pIC50	intermediate	patch	4832
O=C(NC1CCN(CC1)CC=2C=CN(C2)C=3C=CC(=CC3)C(F)(F)F)N4CCCC4C=5C=CC(=CC5)F	CHEMBL550876	5.74		CHO	pIC50	intermediate	patch	4833
CC1=C(OC2=C1C=C(C=C2)Cl)C3=C4C(=NNC(=O)C4=NN3C=5C=CC(=CC5)NC(=O)/C=C/CN(C)C)N	CHEMBL4462946	3.8		None	pIC50	inactive	patch	4834
CN(CCOC=1C=CC(=CC1)NS(=O)(=O)C)CCC=2C=CC(=CC2)NS(=O)(=O)C	CHEMBL473	7.89	dofetilide	None	pIC50	active	patch	4835
CC=1C=C(N=C(C1C(=O)NCC[C@@H](C)N2CCC(CC2)N(CC=3C=CSC3)C(=O)NCC=4C=CC(=CC4)C(=O)O)C)Cl	CHEMBL2164212	3.7		CHO	pIC50	inactive	patch	4836
NC(=O)C(C=1C=CC=CC1)(C=2C=CC=CC2)[C@@H]3CCN(C3)CCC=4C=CC5=C(C4)CCO5	CHEMBL1346	7.1	darifenacin	None	pIC50	active	patch	4837
C[C@@H]1O[C@@H](CN2[C@H]1C3(CC=4C2=C(C5=C(C4)C(=NO5)N6CC7(CC7)OC6=O)F)C(=O)NC(=O)NC3=O)C	CHEMBL4533341	3.8		CHO	pIC50	inactive	patch	4838
COC=1N=CC=NC1CC2=C(CC3=C2C=CC(=C3)Cl)CCN(C)C	CHEMBL1092650	6.64		None	pIC50	active	patch	4839
C[C@@H](C=1C=CC=CN1)C2=C(OC3=C2C=CC=C3)CCN(C)C	CHEMBL563920	5.92		HEK293	pIC50	intermediate	patch	4840
CC(=O)N1CCC(CC1)C=2NN=C(C2C=3C=CN=CC3)C=4C=CC(=CC4)F	CHEMBL1092901	6.1		None	pIC50	active	patch	4841
O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1CCCCN4CCN(CC4)C=5C=CC=C6C5C=CS6	CHEMBL4284346	5.12		None	pIC50	intermediate	patch	4842
C=1C=C(C=CC1CN2CCCNCCNCCCNCC2)CN3CCCNCCNCCCNCC3	CHEMBL2311028	3.4	plerixafor	CHO-K1	pIC50	inactive	patch	4843
CC=1C=CC(=CC1)C=2N=CC(=CC2C=3C=CC(=CC3)C#N)OC[C@H]4CCNC4	CHEMBL4084845	5.51		None	pIC50	intermediate	patch	4844
O=C(O)C[C@H](CN1CC[C@H](C1)CCC=2C=CC3=C(N2)NCCC3)C=4C=CC=C(C4)N5C=NN=C5	CHEMBL4246111	3.8		HEK293	pIC50	inactive	patch	4845
CC(C)C=1C=C2C=CC=C(N2N1)C3=NN=C(O3)C4CCN(CC4)CC5CCOCC5	CHEMBL4205936	5.72		HEK293	pIC50	intermediate	patch	4846
O=C(O)C[C@H](CN1CC[C@H](C1)CCC=2C=CC3=C(N2)NCCC3)C=4C=CC=C(C4)OC5COC5	CHEMBL4237498	3.8		HEK293	pIC50	inactive	patch	4847
COC=1C=CC(=CC1)/C=C/C(=O)N2CCN(CC2)C=3C=CC(=CC3)C(=O)NC=4C=CC=CC4N	CHEMBL4088425	4.6		HEK293	pIC50	inactive	patch	4848
C=1C=CC(=CC1)C2=NN=C(O2)CN3CCN(CC3)CC4=NC=5C=CC=CC5S4	CHEMBL2069925	4.52		CHO	pIC50	inactive	patch	4849
CCOC(=O)C1=C(NC(=N[C@H]1C=2C=CC(=CC2Br)F)C3=NC=CS3)CN4CCO[C@H](C4)CCC(=O)O	CHEMBL4101622	3.92		HEK293	pIC50	inactive	patch	4850
CCOC(=O)C1=C(NC(=N[C@H]1C=2C=CC(=CC2Cl)Cl)C3=NC=CS3)CN4CCOC[C@H]4C(=O)O	CHEMBL4095407	3.92		HEK293	pIC50	inactive	patch	4851
CC(C)(C)C=1NC=2N=CC=CC2C1CCNCC=3C=CC(=CC3)/C=C/C(=O)NO	CHEMBL1819267	3.92		None	pIC50	inactive	patch	4852
O=C1CC2(CCCC2)CC(=O)N1CCCCN3CCN(CC3)C=4C=CC=C5C4C=CS5	CHEMBL4294617	5.58		None	pIC50	intermediate	patch	4853
COCC=1C=CC(=CN1)C=2C=C3C(=C(C=NC3=CC2F)C(=O)N)N[C@@H](C)C4=NN(C=C4F)C	CHEMBL4517663	3.97		None	pIC50	inactive	patch	4854
O=C(NC1CCN(CC1)CC=2C=CN(C2)C=3C=CC(=CC3)C(F)(F)F)NC(CN4CCOCC4)C=5C=CC=CC5	CHEMBL550816	5.16		CHO	pIC50	intermediate	patch	4855
COC=1C=CC(=CC1)C2=CC(=O)C=3C=C(C=CC3O2)C	CHEMBL2442379	4.24		HEK293	pIC50	inactive	patch	4856
COC(=O)C1(CCN(CC1)CC=2C=CC(=CC2)OC)CNC(=O)C=3C=C(C=C(C3)Cl)Cl	CHEMBL1836249	6.89		None	pIC50	active	patch	4857
O=C(NC=1C=CC(=CC1)OC(F)(F)F)C=2C=NC(=C(C2)C=3C=NC=NC3)N4CC[C@@H](C4)O	CHEMBL3954214	5.36		None	pIC50	intermediate	patch	4858
O=C(O)C[C@H](CN1CC[C@H](C1)CCC=2C=CC3=C(N2)NCCC3)C=4C=C(C=C(C4)N5CCOCC5)C6CC6	CHEMBL4248589	3.6		HEK293	pIC50	inactive	patch	4859
COC(=O)C1=C(NC(=NC1C=2C=CC(=CC2Cl)F)C3=NC=CS3)CN4CCOC[C@H]4C(=O)O	CHEMBL4073176	3.92		HEK293	pIC50	inactive	patch	4860
N#CC=1C=CC(=CC1)O[C@@H]2[C@H]3[C@@H]4C[C@H]([C@H]3C[C@H]2N5CCC[C@H](C5)N)CC4=O	CHEMBL4129805	4.77		None	pIC50	intermediate	patch	4861
O=C(NCC=1C=CC(=C(C1)C(F)(F)F)F)C2C=3C=CC=CC3C(=O)N2CCC=4N=CC(=CN4)F	CHEMBL2164044	3.88		CHO-K1	pIC50	inactive	patch	4862
COC(=O)C1(CCN(CC1)CC=2C=CC(=CC2)C(F)(F)F)CNC(=O)C=3C=C(C=C(C3)Cl)Cl	CHEMBL1836252	6.54		None	pIC50	active	patch	4863
O=C(CC1=CC(=NN1)NC=2N=CN=C3C2C=CC(=C3)OCCCN4CCC[C@@H]4CO)NC=5C=CC=C(C5F)F	CHEMBL215022	3.92		None	pIC50	inactive	patch	4864
COC=1C=CC=CC1CN2CCC(CC2)(C#N)CNC(=O)C=3C=C(N(N3)C=4C=CC=CC4)CC(C)C	CHEMBL1836255	6.04		None	pIC50	active	patch	4865
COC=1C=C(C=C(C1)C(=O)NCC2(CCN(CC2)CCC=3C=CC=CC3)C#N)OC	CHEMBL1836153	5.8		None	pIC50	intermediate	patch	4866
O=C1C=C(C=CN1C=2C=CC3=C(C2)C=NN3CC4C[C@H](CN4)O)OCC=5C=CC=CC5	CHEMBL1289624	3.92		HEK293	pIC50	inactive	patch	4867
CC=1C=C(C=CN1)N2C=C3C(=N2)CN(C3)C(=O)C=4C=C(C=CC4N5CCC(CC5)(F)F)C#N	CHEMBL4211535	5.16		CHO	pIC50	intermediate	patch	4868
CS(=O)(=O)C=1C=CC(=C(C1)C(=O)N2CC3=CN(N=C3C2)C=4C=CC=CC4F)N5CCC(CC5)(F)F	CHEMBL4205471	5.37		CHO	pIC50	intermediate	patch	4869
C[C@]12CC[C@H](C[C@H]1C[C@H]([C@@H]2OC=3C=CC(=CC3)C#N)N4CCC[C@H](C4)N)O	CHEMBL4125756	3.92		None	pIC50	inactive	patch	4870
CCC1(CC(=O)N(C(=O)C1)CCCCN2CCN(CC2)C=3C=CC=C4C3C=CS4)C	CHEMBL4286717	5.21		None	pIC50	intermediate	patch	4871
C[C@@H]1O[C@@H](CN2[C@H]1C3(CC=4C2=C(C5=C(C4)C(=NO5)N6C[C@H](SC6=O)C)F)C(=O)NC(=O)NC3=O)C	CHEMBL4460834	3.8		CHO	pIC50	inactive	patch	4872
O=C1C=C(C=CN1C=2C=CC3=C(C2)C=NN3C[C@@H]4CCCN4)OCC=5C=CC=CC5	CHEMBL1289623	5.7		HEK293	pIC50	intermediate	patch	4873
O=C1C=C(C=CN1C=2C=CC3=C(C2)C=NN3CC4=NCCN4)OCC=5C=CC=CC5	CHEMBL1289053	5.07		HEK293	pIC50	intermediate	patch	4874
CC=1C=CC(=CC1)OC(=O)N(CC(=O)O)CC=2C=CC=C(C2)OCC=3SC(=NC3C)C=4C=CC(=CC4)Cl	CHEMBL1090212	3.5		None	pIC50	inactive	patch	4875
CC1=C[C@@](N=C(O1)N)(CF)C=2C=C(C=CC2F)NC(=O)C=3C=CC(=CN3)C#N	CHEMBL4208552	5.41		HEK293	pIC50	intermediate	patch	4876
O=C(NCC1(CCCCC1)O)NC2CCN(CC2)CC=3C=CN(C3)C=4C=CC(=CC4)C(F)(F)F	CHEMBL552143	3.9		CHO	pIC50	inactive	patch	4877
O=C(O)C[C@H](CN1CC[C@H](C1)CCC=2C=CC3=C(N2)NCCC3)C=4C=CC=C(C4)OC5CCOCC5	CHEMBL4242732	5.1		HEK293	pIC50	intermediate	patch	4878
O=C(COC=1C=CC=C(C1)Cl)NC2CCN(CC2)CC=3C=CN(C3)C=4C=CC(=CC4)OC(F)(F)F	CHEMBL512185	6.31		CHO	pIC50	active	patch	4879
